Run Index,k,Normalization Time,Feature Map Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
2,N/A,0.0012857913970947266,0.0,38.00148844718933,25.443805932998657,N/A,N/A,11/27/2024,09:16:20
2,1,N/A,N/A,N/A,N/A,0.0075130462646484375,1.0,11/27/2024,09:16:20
2,2,N/A,N/A,N/A,N/A,0.006000041961669922,0.9666666666666667,11/27/2024,09:16:20
2,3,N/A,N/A,N/A,N/A,0.006001710891723633,1.0,11/27/2024,09:16:20
2,4,N/A,N/A,N/A,N/A,0.006182432174682617,0.9333333333333333,11/27/2024,09:16:20
2,5,N/A,N/A,N/A,N/A,0.008886098861694336,1.0,11/27/2024,09:16:21
2,6,N/A,N/A,N/A,N/A,0.005976200103759766,1.0,11/27/2024,09:16:21
2,7,N/A,N/A,N/A,N/A,0.007951974868774414,1.0,11/27/2024,09:16:21
2,8,N/A,N/A,N/A,N/A,0.0059967041015625,0.9333333333333333,11/27/2024,09:16:21
2,9,N/A,N/A,N/A,N/A,0.009003162384033203,1.0,11/27/2024,09:16:21
2,10,N/A,N/A,N/A,N/A,0.009999752044677734,1.0,11/27/2024,09:16:21
2,11,N/A,N/A,N/A,N/A,0.00899815559387207,1.0,11/27/2024,09:16:21
2,12,N/A,N/A,N/A,N/A,0.009179830551147461,1.0,11/27/2024,09:16:21
2,13,N/A,N/A,N/A,N/A,0.007156848907470703,1.0,11/27/2024,09:16:21
2,14,N/A,N/A,N/A,N/A,0.007016420364379883,1.0,11/27/2024,09:16:21
2,15,N/A,N/A,N/A,N/A,0.009021997451782227,1.0,11/27/2024,09:16:21
2,16,N/A,N/A,N/A,N/A,0.009396791458129883,1.0,11/27/2024,09:16:21
2,17,N/A,N/A,N/A,N/A,0.009000539779663086,1.0,11/27/2024,09:16:21
2,18,N/A,N/A,N/A,N/A,0.005952596664428711,1.0,11/27/2024,09:16:21
2,19,N/A,N/A,N/A,N/A,0.006693363189697266,1.0,11/27/2024,09:16:21
2,20,N/A,N/A,N/A,N/A,0.006992816925048828,1.0,11/27/2024,09:16:21
2,21,N/A,N/A,N/A,N/A,0.005997657775878906,1.0,11/27/2024,09:16:21
2,22,N/A,N/A,N/A,N/A,0.0070002079010009766,0.9666666666666667,11/27/2024,09:16:21
2,23,N/A,N/A,N/A,N/A,0.00701141357421875,0.9666666666666667,11/27/2024,09:16:21
2,24,N/A,N/A,N/A,N/A,0.007942914962768555,0.9333333333333333,11/27/2024,09:16:21
2,25,N/A,N/A,N/A,N/A,0.008627176284790039,0.9333333333333333,11/27/2024,09:16:21
2,26,N/A,N/A,N/A,N/A,0.011960268020629883,0.8666666666666667,11/27/2024,09:16:21
2,27,N/A,N/A,N/A,N/A,0.0069921016693115234,0.8666666666666667,11/27/2024,09:16:21
2,28,N/A,N/A,N/A,N/A,0.00604701042175293,0.8666666666666667,11/27/2024,09:16:21
2,29,N/A,N/A,N/A,N/A,0.004998922348022461,0.9,11/27/2024,09:16:21
2,30,N/A,N/A,N/A,N/A,0.0057032108306884766,0.8666666666666667,11/27/2024,09:16:21
