Run Index,k,QkNN Time,Accuracy,Date,Time
1,1,0.02645730972290039,1.0,11/27/2024,09:07:53
1,2,0.018010616302490234,1.0,11/27/2024,09:07:53
1,3,0.01862645149230957,1.0,11/27/2024,09:07:53
1,4,0.014776945114135742,0.9666666666666667,11/27/2024,09:07:53
1,5,0.015000581741333008,1.0,11/27/2024,09:07:53
1,6,0.008891105651855469,1.0,11/27/2024,09:07:53
1,7,0.008912324905395508,1.0,11/27/2024,09:07:53
1,8,0.019571781158447266,1.0,11/27/2024,09:07:53
1,9,0.02263665199279785,1.0,11/27/2024,09:07:53
1,10,0.02765965461730957,1.0,11/27/2024,09:07:53
1,11,0.020084142684936523,1.0,11/27/2024,09:07:53
1,12,0.013292789459228516,1.0,11/27/2024,09:07:53
1,13,0.018142223358154297,1.0,11/27/2024,09:07:53
1,14,0.010699748992919922,1.0,11/27/2024,09:07:53
1,15,0.02382659912109375,1.0,11/27/2024,09:07:53
1,16,0.010996580123901367,1.0,11/27/2024,09:07:53
1,17,0.010095357894897461,1.0,11/27/2024,09:07:53
1,18,0.012902259826660156,1.0,11/27/2024,09:07:53
1,19,0.013516426086425781,1.0,11/27/2024,09:07:53
1,20,0.019093751907348633,1.0,11/27/2024,09:07:53
1,21,0.017526626586914062,1.0,11/27/2024,09:07:53
1,22,0.02973031997680664,1.0,11/27/2024,09:07:53
1,23,0.026641368865966797,1.0,11/27/2024,09:07:53
1,24,0.027906179428100586,1.0,11/27/2024,09:07:53
1,25,0.029538631439208984,1.0,11/27/2024,09:07:53
1,26,0.026906967163085938,1.0,11/27/2024,09:07:53
1,27,0.02053093910217285,1.0,11/27/2024,09:07:53
1,28,0.012462139129638672,1.0,11/27/2024,09:07:53
1,29,0.023379802703857422,1.0,11/27/2024,09:07:53
1,30,0.013953685760498047,1.0,11/27/2024,09:07:53
