Run Index,k,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
2,1,0.0010004043579101562,65.02531337738037,12.892417430877686,0.018016576766967773,1.0,11/27/2024,08:45:49
2,4,0.0010004043579101562,65.02531337738037,12.892417430877686,0.02152395248413086,0.9666666666666667,11/27/2024,08:45:49
2,7,0.0010004043579101562,65.02531337738037,12.892417430877686,0.016799449920654297,1.0,11/27/2024,08:45:49
2,10,0.0010004043579101562,65.02531337738037,12.892417430877686,0.018029212951660156,1.0,11/27/2024,08:45:49
2,13,0.0010004043579101562,65.02531337738037,12.892417430877686,0.016481637954711914,1.0,11/27/2024,08:45:49
2,17,0.0010004043579101562,65.02531337738037,12.892417430877686,0.01801323890686035,1.0,11/27/2024,08:45:49
2,20,0.0010004043579101562,65.02531337738037,12.892417430877686,0.021701812744140625,1.0,11/27/2024,08:45:49
2,23,0.0010004043579101562,65.02531337738037,12.892417430877686,0.014519214630126953,1.0,11/27/2024,08:45:49
2,26,0.0010004043579101562,65.02531337738037,12.892417430877686,0.021004915237426758,1.0,11/27/2024,08:45:49
2,30,0.0010004043579101562,65.02531337738037,12.892417430877686,0.01951885223388672,1.0,11/27/2024,08:45:49
