Run Index,k,Normalization Time,Feature Map Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
1,N/A,0.0012857913970947266,0.0,38.00148844718933,25.443805932998657,N/A,N/A,11/27/2024,09:16:19
1,1,N/A,N/A,N/A,N/A,0.014567375183105469,1.0,11/27/2024,09:16:19
1,2,N/A,N/A,N/A,N/A,0.012048959732055664,0.9666666666666667,11/27/2024,09:16:19
1,3,N/A,N/A,N/A,N/A,0.007000446319580078,1.0,11/27/2024,09:16:19
1,4,N/A,N/A,N/A,N/A,0.006002664566040039,0.9333333333333333,11/27/2024,09:16:19
1,5,N/A,N/A,N/A,N/A,0.007492542266845703,1.0,11/27/2024,09:16:19
1,6,N/A,N/A,N/A,N/A,0.0066945552825927734,1.0,11/27/2024,09:16:19
1,7,N/A,N/A,N/A,N/A,0.0069544315338134766,1.0,11/27/2024,09:16:19
1,8,N/A,N/A,N/A,N/A,0.006577253341674805,0.9333333333333333,11/27/2024,09:16:19
1,9,N/A,N/A,N/A,N/A,0.006955385208129883,1.0,11/27/2024,09:16:19
1,10,N/A,N/A,N/A,N/A,0.00704503059387207,1.0,11/27/2024,09:16:19
1,11,N/A,N/A,N/A,N/A,0.0070018768310546875,1.0,11/27/2024,09:16:19
1,12,N/A,N/A,N/A,N/A,0.0070018768310546875,1.0,11/27/2024,09:16:19
1,13,N/A,N/A,N/A,N/A,0.007999420166015625,1.0,11/27/2024,09:16:19
1,14,N/A,N/A,N/A,N/A,0.010558366775512695,1.0,11/27/2024,09:16:19
1,15,N/A,N/A,N/A,N/A,0.008952617645263672,1.0,11/27/2024,09:16:19
1,16,N/A,N/A,N/A,N/A,0.008003950119018555,1.0,11/27/2024,09:16:19
1,17,N/A,N/A,N/A,N/A,0.007048368453979492,1.0,11/27/2024,09:16:19
1,18,N/A,N/A,N/A,N/A,0.0070705413818359375,1.0,11/27/2024,09:16:19
1,19,N/A,N/A,N/A,N/A,0.008944988250732422,1.0,11/27/2024,09:16:19
1,20,N/A,N/A,N/A,N/A,0.007063388824462891,1.0,11/27/2024,09:16:19
1,21,N/A,N/A,N/A,N/A,0.013054132461547852,1.0,11/27/2024,09:16:19
1,22,N/A,N/A,N/A,N/A,0.011956930160522461,0.9666666666666667,11/27/2024,09:16:19
1,23,N/A,N/A,N/A,N/A,0.015479564666748047,0.9666666666666667,11/27/2024,09:16:19
1,24,N/A,N/A,N/A,N/A,0.0070018768310546875,0.9333333333333333,11/27/2024,09:16:19
1,25,N/A,N/A,N/A,N/A,0.010999679565429688,0.9333333333333333,11/27/2024,09:16:19
1,26,N/A,N/A,N/A,N/A,0.007999181747436523,0.8666666666666667,11/27/2024,09:16:19
1,27,N/A,N/A,N/A,N/A,0.010001659393310547,0.8666666666666667,11/27/2024,09:16:19
1,28,N/A,N/A,N/A,N/A,0.007607698440551758,0.8666666666666667,11/27/2024,09:16:19
1,29,N/A,N/A,N/A,N/A,0.005948543548583984,0.9,11/27/2024,09:16:19
1,30,N/A,N/A,N/A,N/A,0.007585763931274414,0.8666666666666667,11/27/2024,09:16:19
