Run Index,k,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
4,1,0.0,28.921437978744507,12.223314046859741,0.01970696449279785,1.0,11/27/2024,08:47:32
4,4,0.0,28.921437978744507,12.223314046859741,0.018380165100097656,0.9666666666666667,11/27/2024,08:47:32
4,7,0.0,28.921437978744507,12.223314046859741,0.029036521911621094,1.0,11/27/2024,08:47:32
4,10,0.0,28.921437978744507,12.223314046859741,0.018368244171142578,1.0,11/27/2024,08:47:32
4,13,0.0,28.921437978744507,12.223314046859741,0.022919416427612305,1.0,11/27/2024,08:47:32
4,17,0.0,28.921437978744507,12.223314046859741,0.033985137939453125,1.0,11/27/2024,08:47:32
4,20,0.0,28.921437978744507,12.223314046859741,0.025055885314941406,1.0,11/27/2024,08:47:32
4,23,0.0,28.921437978744507,12.223314046859741,0.015614748001098633,1.0,11/27/2024,08:47:32
4,26,0.0,28.921437978744507,12.223314046859741,0.018326759338378906,1.0,11/27/2024,08:47:32
4,30,0.0,28.921437978744507,12.223314046859741,0.014667987823486328,1.0,11/27/2024,08:47:32
