Run Index,k,QkNN Time,Accuracy,Date,Time
5,17,0.01699209213256836,1.0,11/27/2024,08:57:42
5,7,0.008261919021606445,1.0,11/27/2024,08:57:42
5,27,0.025547504425048828,1.0,11/27/2024,08:57:42
5,20,0.011528253555297852,1.0,11/27/2024,08:57:42
5,22,0.010101556777954102,1.0,11/27/2024,08:57:42
5,15,0.009613752365112305,1.0,11/27/2024,08:57:42
5,26,0.011002302169799805,1.0,11/27/2024,08:57:42
5,21,0.01915431022644043,1.0,11/27/2024,08:57:42
5,14,0.01726675033569336,1.0,11/27/2024,08:57:42
5,13,0.021116256713867188,1.0,11/27/2024,08:57:42
