Run Index,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
1,0.0039958953857421875,28.13113236427307,12.919715881347656,0.012347936630249023,1.0,11/27/2024,08:29:43
