Run Index,k,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
3,1,0.0,49.61310577392578,11.87554383277893,0.012537717819213867,1.0,11/27/2024,08:46:50
3,4,0.0,49.61310577392578,11.87554383277893,0.009024620056152344,0.9666666666666667,11/27/2024,08:46:50
3,7,0.0,49.61310577392578,11.87554383277893,0.010992288589477539,1.0,11/27/2024,08:46:51
3,10,0.0,49.61310577392578,11.87554383277893,0.01199793815612793,1.0,11/27/2024,08:46:51
3,13,0.0,49.61310577392578,11.87554383277893,0.011110067367553711,1.0,11/27/2024,08:46:51
3,17,0.0,49.61310577392578,11.87554383277893,0.01491856575012207,1.0,11/27/2024,08:46:51
3,20,0.0,49.61310577392578,11.87554383277893,0.01399993896484375,1.0,11/27/2024,08:46:51
3,23,0.0,49.61310577392578,11.87554383277893,0.00955343246459961,1.0,11/27/2024,08:46:51
3,26,0.0,49.61310577392578,11.87554383277893,0.008015632629394531,1.0,11/27/2024,08:46:51
3,30,0.0,49.61310577392578,11.87554383277893,0.009576797485351562,1.0,11/27/2024,08:46:51
