Run Index,k,QkNN Time,Accuracy,Date,Time
2,7,0.020569324493408203,1.0,11/27/2024,08:57:39
2,22,0.02298760414123535,1.0,11/27/2024,08:57:39
2,12,0.024560213088989258,1.0,11/27/2024,08:57:39
2,17,0.024098634719848633,1.0,11/27/2024,08:57:39
2,6,0.022577524185180664,1.0,11/27/2024,08:57:39
2,4,0.01999664306640625,0.9666666666666667,11/27/2024,08:57:39
2,19,0.027528762817382812,1.0,11/27/2024,08:57:39
2,20,0.021006107330322266,1.0,11/27/2024,08:57:39
2,30,0.01819753646850586,1.0,11/27/2024,08:57:39
2,2,0.016013145446777344,1.0,11/27/2024,08:57:39
