Run Index,k,Normalization Time,Feature Map Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
3,N/A,0.0012857913970947266,0.0,38.00148844718933,25.443805932998657,N/A,N/A,11/27/2024,09:16:22
3,1,N/A,N/A,N/A,N/A,0.008919000625610352,1.0,11/27/2024,09:16:22
3,2,N/A,N/A,N/A,N/A,0.00800633430480957,0.9666666666666667,11/27/2024,09:16:22
3,3,N/A,N/A,N/A,N/A,0.005995988845825195,1.0,11/27/2024,09:16:22
3,4,N/A,N/A,N/A,N/A,0.008594274520874023,0.9333333333333333,11/27/2024,09:16:22
3,5,N/A,N/A,N/A,N/A,0.005544900894165039,1.0,11/27/2024,09:16:22
3,6,N/A,N/A,N/A,N/A,0.004959821701049805,1.0,11/27/2024,09:16:22
3,7,N/A,N/A,N/A,N/A,0.00799417495727539,1.0,11/27/2024,09:16:22
3,8,N/A,N/A,N/A,N/A,0.009002447128295898,0.9333333333333333,11/27/2024,09:16:22
3,9,N/A,N/A,N/A,N/A,0.009087085723876953,1.0,11/27/2024,09:16:22
3,10,N/A,N/A,N/A,N/A,0.006909608840942383,1.0,11/27/2024,09:16:22
3,11,N/A,N/A,N/A,N/A,0.005649089813232422,1.0,11/27/2024,09:16:22
3,12,N/A,N/A,N/A,N/A,0.00700688362121582,1.0,11/27/2024,09:16:22
3,13,N/A,N/A,N/A,N/A,0.005606174468994141,1.0,11/27/2024,09:16:22
3,14,N/A,N/A,N/A,N/A,0.007004499435424805,1.0,11/27/2024,09:16:22
3,15,N/A,N/A,N/A,N/A,0.007005929946899414,1.0,11/27/2024,09:16:22
3,16,N/A,N/A,N/A,N/A,0.0059490203857421875,1.0,11/27/2024,09:16:22
3,17,N/A,N/A,N/A,N/A,0.0050275325775146484,1.0,11/27/2024,09:16:22
3,18,N/A,N/A,N/A,N/A,0.005663871765136719,1.0,11/27/2024,09:16:22
3,19,N/A,N/A,N/A,N/A,0.005987644195556641,1.0,11/27/2024,09:16:22
3,20,N/A,N/A,N/A,N/A,0.006025075912475586,1.0,11/27/2024,09:16:22
3,21,N/A,N/A,N/A,N/A,0.005988597869873047,1.0,11/27/2024,09:16:22
3,22,N/A,N/A,N/A,N/A,0.006011486053466797,0.9666666666666667,11/27/2024,09:16:22
3,23,N/A,N/A,N/A,N/A,0.005954742431640625,0.9666666666666667,11/27/2024,09:16:22
3,24,N/A,N/A,N/A,N/A,0.00676417350769043,0.9333333333333333,11/27/2024,09:16:22
3,25,N/A,N/A,N/A,N/A,0.008012533187866211,0.9333333333333333,11/27/2024,09:16:22
3,26,N/A,N/A,N/A,N/A,0.006132364273071289,0.8666666666666667,11/27/2024,09:16:22
3,27,N/A,N/A,N/A,N/A,0.005758047103881836,0.8666666666666667,11/27/2024,09:16:22
3,28,N/A,N/A,N/A,N/A,0.007754325866699219,0.8666666666666667,11/27/2024,09:16:22
3,29,N/A,N/A,N/A,N/A,0.005883216857910156,0.9,11/27/2024,09:16:22
3,30,N/A,N/A,N/A,N/A,0.011040210723876953,0.8666666666666667,11/27/2024,09:16:22
