Run Index,k,QkNN Time,Accuracy,Date,Time
3,8,0.02715587615966797,1.0,11/27/2024,08:57:40
3,18,0.02652430534362793,1.0,11/27/2024,08:57:40
3,20,0.023534774780273438,1.0,11/27/2024,08:57:40
3,27,0.03351545333862305,1.0,11/27/2024,08:57:40
3,24,0.010512828826904297,1.0,11/27/2024,08:57:40
3,6,0.009999275207519531,1.0,11/27/2024,08:57:40
3,2,0.012001991271972656,1.0,11/27/2024,08:57:40
3,16,0.012998819351196289,1.0,11/27/2024,08:57:40
3,26,0.013000726699829102,1.0,11/27/2024,08:57:40
3,14,0.017510414123535156,1.0,11/27/2024,08:57:40
