Run Index,k,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
1,24,0.004002571105957031,40.65308356285095,27.12911367416382,0.031526803970336914,1.0,11/27/2024,08:53:27
1,28,0.004002571105957031,40.65308356285095,27.12911367416382,0.02700495719909668,1.0,11/27/2024,08:53:27
1,22,0.004002571105957031,40.65308356285095,27.12911367416382,0.029549121856689453,1.0,11/27/2024,08:53:27
1,17,0.004002571105957031,40.65308356285095,27.12911367416382,0.02856731414794922,1.0,11/27/2024,08:53:27
1,18,0.004002571105957031,40.65308356285095,27.12911367416382,0.03055858612060547,1.0,11/27/2024,08:53:27
1,23,0.004002571105957031,40.65308356285095,27.12911367416382,0.028526782989501953,1.0,11/27/2024,08:53:27
1,16,0.004002571105957031,40.65308356285095,27.12911367416382,0.03251791000366211,1.0,11/27/2024,08:53:27
1,3,0.004002571105957031,40.65308356285095,27.12911367416382,0.05351138114929199,1.0,11/27/2024,08:53:27
1,12,0.004002571105957031,40.65308356285095,27.12911367416382,0.04889941215515137,1.0,11/27/2024,08:53:27
1,15,0.004002571105957031,40.65308356285095,27.12911367416382,0.03141212463378906,1.0,11/27/2024,08:53:27
