Run Index,k,QkNN Time,Accuracy,Date,Time
5,1,0.025655508041381836,1.0,11/27/2024,09:07:59
5,2,0.020027637481689453,1.0,11/27/2024,09:07:59
5,3,0.023133039474487305,1.0,11/27/2024,09:07:59
5,4,0.0229952335357666,0.9666666666666667,11/27/2024,09:07:59
5,5,0.008992671966552734,1.0,11/27/2024,09:07:59
5,6,0.00900125503540039,1.0,11/27/2024,09:07:59
5,7,0.008522987365722656,1.0,11/27/2024,09:07:59
5,8,0.009000301361083984,1.0,11/27/2024,09:07:59
5,9,0.009010791778564453,1.0,11/27/2024,09:07:59
5,10,0.009630918502807617,1.0,11/27/2024,09:07:59
5,11,0.009691953659057617,1.0,11/27/2024,09:07:59
5,12,0.01663684844970703,1.0,11/27/2024,09:07:59
5,13,0.009994268417358398,1.0,11/27/2024,09:07:59
5,14,0.01210927963256836,1.0,11/27/2024,09:07:59
5,15,0.012535572052001953,1.0,11/27/2024,09:07:59
5,16,0.008890867233276367,1.0,11/27/2024,09:07:59
5,17,0.015116214752197266,1.0,11/27/2024,09:07:59
5,18,0.0159759521484375,1.0,11/27/2024,09:07:59
5,19,0.014110565185546875,1.0,11/27/2024,09:07:59
5,20,0.01300191879272461,1.0,11/27/2024,09:07:59
5,21,0.009675264358520508,1.0,11/27/2024,09:07:59
5,22,0.017531156539916992,1.0,11/27/2024,09:07:59
5,23,0.010105371475219727,1.0,11/27/2024,09:07:59
5,24,0.008031129837036133,1.0,11/27/2024,09:07:59
5,25,0.010999202728271484,1.0,11/27/2024,09:07:59
5,26,0.010738372802734375,1.0,11/27/2024,09:07:59
5,27,0.012526273727416992,1.0,11/27/2024,09:07:59
5,28,0.016005277633666992,1.0,11/27/2024,09:07:59
5,29,0.009997844696044922,1.0,11/27/2024,09:07:59
5,30,0.010997533798217773,1.0,11/27/2024,09:07:59
