Run Index,k,QkNN Time,Accuracy,Date,Time
4,11,0.010000467300415039,1.0,11/27/2024,08:57:41
4,1,0.00900411605834961,1.0,11/27/2024,08:57:41
4,24,0.009509086608886719,1.0,11/27/2024,08:57:41
4,6,0.008508920669555664,1.0,11/27/2024,08:57:41
4,18,0.010999679565429688,1.0,11/27/2024,08:57:41
4,9,0.009000062942504883,1.0,11/27/2024,08:57:41
4,2,0.009000301361083984,1.0,11/27/2024,08:57:41
4,12,0.009999752044677734,1.0,11/27/2024,08:57:41
4,20,0.008998870849609375,1.0,11/27/2024,08:57:41
4,22,0.008617401123046875,1.0,11/27/2024,08:57:41
