Run Index,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
4,0.0009827613830566406,23.824682474136353,12.802828788757324,0.01446223258972168,1.0,11/27/2024,08:32:07
